Sentiment,clean_text
positive,respected modi ji aap jiyo hajaro sal or pm bano bar bar bharat mata ki jai
positive,1994 manupunjabi whenever we respect someone we said sree before someone name absolutely true bhai thank you so much for alway
positive,day 26 avida ka 25th roza mubarak bhai allah aap 2no ko khush rakhe t co s1ykycucyo
positive,dhan dhan satguru tera hi aasra good morning papa ji please pita ji hum sab par hmesha apni t co ssw4szgavf
positive,happy birthday sir very very happy to return s of the day aap jio hajaro saal and make a lot film
positive,i wish my dad still alive miss him a lot and i love your dads response khich ok rekh
positive,420 i feel like we trademark ve been mutuals for like ever you trademark re so funny and idk why we never talk anymore king t co r0h983qjx2
negative,muft ki roti todke socha desh todegs nice slap on face shameless
negative,har bar jab batting line flop karti ha sara kasor imam bichare par kuon dala jata hai bechare ke patli gardan ha
neutral,ya to khud ki language ok ilawa koi language mat sikho sirf hindi ok piche mat pado we are indian
negative,only person i trademark m calling is the authorities you have threatened my safety for the last time miley
positive,swami ji karmo ka fal jaroor milta hai chinta na kare apne acche karm kiye apna dharm
positive,jai jai jai jai akhilesh bhaiya jindabad jai hai t co sku90lwyhm
positive,you trademark ve broken my resistance with your love turn the stone inside me back to flesh trademark
negative,kya re chutiye kab muh band rakhega apna tere iss so called jokes se hasi to aati na t co 5pyljhdj25
neutral,tamanna nahin ji aapke type ke school mein toh bilkul nahin gayi aur na kabhi jaaungi ab nikali t co ktjfgdfjk5
positive,surya congratulations sabka saath sabka vikas sabka visvash trust victorious bharat india t co yda4rqeoxe
neutral,that trademark s the problem with stereotypes within society topi hai dadhi hai to muslim hoga and muslim hai to zru t co vnsmdbahnd
neutral,haan hasi ban gaye haan nami ban gaye tum mere aasman meri zameen ban gaye kyys4onvootwithpaniasmanan taylor
positive,yeah true always irks me when i see someone streaming going durr hurr look at the flag i put up
neutral,urdu mery bhai mn kisi fake website ki bt nahin kar raha jo bbc ok agy kch lga ok b t co clbdtnpkam
neutral,arain you got it wrong tuxedo mehenga pad raha tha bechare ko isliye wife ne cupboard se ise night suit laake de diya
neutral,challo chalein main aur tum i want to go i miss pakistan way too much copyright
neutral,madam mera ram itna nafarat karne ke layak nahin hai jai shrram sunne se problem kyon hai no offense just asking maam
negative,2727 or musalman log to na hi bole to behtar hai ye jain dharm hai ya koi v dharm hai muslim ko chod kar sabko t co cwopsnlm5z
neutral,ranbirkapoor get nostalgic with balam pichkari as cheers for them watch the v t co gxhy6m3e1m
negative,e rajsthan ki halat hai in mullo des se bahar karo ya hindu ko khud ladne ki aazadi do aur hm per koi section na lag t co xgiksrqyfo
neutral,thinker in ye video tere jaison ki sulgane ke liye hi banaya gaya hai
positive,bharti baby aap dusro ki respect karo dusre apki karainge har baat mei burai na nikalo just show love or dont say anything
neutral,we are so close to 1m rt this or you trademark re jihyophobic t co qvhgks9rhj
negative,aimim hame milte hai chutiye aksar lekin aaj tum mile to chutiyapan ki defination pata chal gyi wah m t co 6ix51tq6u3
negative,re harami ka bacha kitna paisa katega account se bc hamara paisa kaat ke apne baap la t co t727rs3bk4
negative,is lov aaj hi dhundhe mile hume bhi poora pintua gang hi suspend hai gaya tha
negative,sale chutiye aurat ok piche chip ok uski chut paane mard bn r t co z4okv5vyri
negative,o kisy mirasi ka bacha aik kuty se zayda oqat nahin hai teri or wo bhi btana jo to apni baji ko bani ji t co iql2dulgml
neutral,so when are you quitting politics which youre trying to play na bjp ok rahe congress ok bhi nahin r t co oceucfnvpc
neutral,dhak baja kashor baja video song shreya ghoshal jeet gannguli durga puja special songs 2016 t co rhp9d8y8n4
neutral,han naw or ab to trust krty wy dar lgta is lye no more best friends trademark nothings good zaleel hi hta bnda trademark
negative,tu saale kutte ki oulad hai haram ke jane teri ma ne tere baap ke baare me nahin ba t co hgynfb7xkr
neutral,prophecy of dr zulvoron of france about saint rampal ji maharaj worldvictorioussaint the followers of that great sp
negative,ye sab news quint ok paas hi rahti hai kya fake news failana band karo nahin to 52 se 5 pe chale jaoge
neutral,congress ki sarker mai cylinder hai gayab hai gaya tha
neutral,while looking other state people tweets tnneedshindi this is what we are telling hindiimposition we tn
negative,jaise bjp apne chote karykartao ka bhi khayal rakhti hai you r doing something like that arent you good
positive,many many congratulations sir apke margdarsh main ab desh aur tarakki karega mujhe pura bharosa hai
neutral,accountantt lgta hai yeh eid bg aese hi guzar jayegi kisi ny nh pucha what color are you wearing this eid
positive,ridzz hayeeeeee janiii thank you yrrrr for making my birthday more speciall allah blessed you t co 3t6s0r
neutral,ji ji i know mehnat ka hai tb hai to free ka socha bhi nahin well ill send you snaps and t co k6irz1xvug
neutral,watch rahul gandhi in solanhimachal pradesh narendra modi ne apne cabinet ko notebandi ke samay racecourse road mein taale se b
neutral,is there a 4ocean program here sa philippines if naa where do i sign upc tco 74ptrtvoad
negative,jdu ko ministry m spaces milana chahienhi to bjp ke lie bura din sura hoga bihar mmp ka 303 seats mi t co bmsueapsx2
neutral,2244 piya santra daughter of bablu santra martyr of pulwama attack going to new delhi for taking part in the oath taking cerem
negative,abe bhosdi ok abhi 4 din phle jantaa ne hi bjp ko bhumat se chunaa hai kyon tu bhi chutta t co ksoxr1j8yp
positive,their smiles make us smile trademark happy nationalsmileday to our bbs twt bts btsarmy t co rwobb3kozr
positive,aabhari hai ji aap ki baato ka thanks ji t co b6hbuuiu6d
positive,bighit a bit sad that dont have our summer but they did amzing thanks so much iheart for give t co obu7d66cff
positive,resignation drama khatm mummy ne samjha diya beta you r the best you born to live like king o t co jku4getc0m
negative,ya sale jinke koiya aukat nahin bol rahe hai jis bgwan ka name par vote mag rahe hai mande t co 5uywjm32oo
neutral,are nahin bhai aisa nahin hai woh doosra wala president jo modi ji se tu tadak s t co dv1scq5rzv
negative,ahmad kin shero ke behan hai yeh jo madarchud bhage hoey hain randi dalli
neutral,unconditional love love yqbaba yqdidi yqlove excitement sillyheart read my thoughts on at t co ygxl5htu3l
positive,wow you trademark re very polite i like that chalo all forgotten koi nahin if you trademark re saying it trademark s in good humou t co fljzgw2tat
positive,good morning my rockstar papa ji please bless me more sewa sumiran parmarth ka ba t co lt1cwpvbfp
negative,mulle mandir me ghus ke meat khake hindu dharm ka manaj bana rahe the sooto mc ko lathh se peeto t co t4x8y9eea5
positive,womenofcourage with rehmat of saint dr s saint dr ji insan a unique initiative starte
positive,congratulations modi ji we love you up jaisa insan bhagwan ak bar bhejta ha sab thik karne ok lia up sachme koi t co tuzg0a1kyp
neutral,modi ji ko dubara pm banane ke chakkar me cricket world cup kab aa gaya pata hi nahin chala after modi ji politi t co w34nxci3se
neutral,hope you firmly strapped your pooch to the roof of your clown car before you got into that lane note it trademark s not a lane
positive,good morning papa ji bless me for sewa simrn n parmarth rabb ji trademarktrademark dhan dhan satguru tera t co 8oqttkd8nm
positive,can trademark t wait to crack on with the mission tomorrow so much to do going to be exploring my podcast and video content plan
positive,sir jiiwe expect a lot from you you are having a big belief of our nat t co 0zimzukjgt
negative,gujarat horrifying bjp mla balram thawani kicks a woman thrashes her mercilessly allegedly cuz she was protesting ag
neutral,congress nahin haari hai 45 saal ka record berojgaar hara hai kaladhan bharashtachar dekonetisation education ye t co fn8bhgixaf
positive,aur haan bihday manao khush raho pyaar karo sabse and bas hasti raho smile karo love love and only love to my nee
positive,dear imramkhan evrthig is psble if you like to a very good realation with india so please flow the rul t co rkhjaamgck
neutral,hello madam publice pagl nahin jo nikkme log ko slect krti hai publice ne slect kiya hai bo soch smj kar hi slec t co unohzqfpyl
negative,congression ne secularism ke naam par deshhit ko balidaan kar diya tha lekin ab rashatarb t co h6pva2w96e
positive,my great grandfather pt mehanga ram ji was girdawar at gilgit till the time of partition hai served for 40 years there
negative,jab palley sattu hi nahin party ok to media channels par jakr kroge bhi kya
neutral,thats good now you know please visit anynearby base appko sharbat pilana hai
neutral,120159 bina licence walo ki entry nahin honi chahiye future me koi problem hone se s t co g5pzm33ajl
neutral,messs bohot ganda kiya aur tu yha emotional hai gyi
positive,maza a jata apke tweet pdhne me i just wait for your tweets awesome girl
positive,happy birthday to one of the most versatile actresses of itv a graceful hardworking and a superbly talented beauty who c
neutral,diva band mutthi laakh ki khul jaaye to khaakh ki and still after 1857 took 100years for people to come tog t co d3gvhaoo7i
neutral,t co oc8fros90q
negative,shame on you agr tmhare bety ko lapata kia jae khair sy or pir os ko sar ma goli mar kar helic t co ocoquxeinz
positive,i request modiji aaj tk aap iss desh ka beta hone par garv mahsus karte rahe hai hume bhi aapse puri ummid hai ki iss des t co 4lwssoyne8
positive,arshaa suleman away yrr dafadoor thank you jani bara pyaar aa raha tum t co kgomgbazpa
negative,sumaya speaks national owaisi gandi rajneeti karta hai isko bahar nikalo
positive,dekho bde bhai jo bhi hai n bhai agar aap duniya hi dekh lo sbse jyda pyaar log salman bhai s hi krt t co mxtpenxjrs
negative,sharma sale tab bol raha tha time magazine pe ab kaya hua vo shrif vote kharab karne keliye kiya gaya tha t co yr4cn9slyz
negative,kisan bhikari nahin hai anna data hai kisano ko ghoda banaiye lagada gadha nahin unko apna ghar a t co 2jrjgvta2r
negative,ye soach kyon hai ki muslimo ka bikash muslim hin kar sakta hai hindu nahin ky ye khangressi sarkar hai jo sirf paise t co cbtkak386y
negative,ab bewaquf banane ka waqat gia yeh sab se bara chor nikla bayman chor munafiq dh t co 3ig4fbthpp
negative,ye hindu nh hai inka religion hai terrorists hindu b hn to ase nh hote r is trha ok sare terrorist india t co 9xuinlisyq
negative,congressi kutto ne to humare desh ka itihaas hi badal diya bata diya ki takle ne hath me chadi pakad t co gmov08aiio
negative,naw just really ugly weather until bam sunlight all day every day for 4 months t co zlfjlhoogq
positive,ladkiyon ko kaho kahin or jaye ye dil hai dil dhramshala nahin hai ek hi hai jisme bahut kam t co 7x0uukbhts
neutral,osm saramanoy cong pm modi ji i hop sir aap 200 company lane me safal rehege jis se berojgar logo ko rojgar mil sake
neutral,per sonipat ka kya sonipat me bjp is city ko bekar bna ke rakh diya hai govt hospital band pada ha t co iikbd5zbve
neutral,zindagi ke iss safar me utaar chadhav to bahut hain lekin hume dhairya se kaam lena chahiye mere aur logo ki soch t co wqxdfbshz7
negative,i love jhin but sonas right thats why i love jhin i love pretentious assholes hipster elitism is my brand and im f
neutral,i was about to write about the cutoff too wo to aur kharab kar raha hai matter ko ekdum bekar bekar t co 4ijpt3jkoo
neutral,kabirsinghs song tujhekitnachahnelage shahidkapoor kiaraadvani starrer to release tomorrow t co tqzc4wbjuf
negative,like we really care about what this painful dusri pidhi is up to its time to miss all of next week
neutral,evm ki rigging nahin hui hindu mind ki rigging hai chuki hai aimim chief asaduddin owaisi ne kiu kaha
neutral,mehbooba mufti aur unki baap ne art 370 35a ko bachane ki koshish ke chakkar me baap gone mehbooba in waiting
negative,janta ke mandate ko band baaza baaraat bol rahe hai badhiya hai wese tumhari aukat to kuch rahi na t co w5yhp2wcqd
neutral,cant do vet before tomorrow morning abhi kon hai ja in islamabad
neutral,roop offical prash04 deepika006 snehal t co zodvky6nle
positive,allah kabhi bhi kissi behen ya beti ko aisa dukh na day allah beshak sabr kernay waalon ok bahut qareeb hain insh t co xosanztcip
neutral,bjp ko public ka vote nahin chahiye yeh too evm se jeet jayenge
neutral,modi ko jeetana aur harana tumhari kaam hai yeah kaam jonnota ke nahin hai kyunki tumh jesa exi t co jlzjxq61ht
neutral,paki version of siachin pe jawaan khade hai tum line me nahin khade hai sakte t co qnq5src1cg
neutral,akwai hisabi fa well be judged so what have you been up to khair sharr we can still make amends allahs mer t co i2qszjgkhu
neutral,kamal very good shabash from punjab we are concerned about blochistan brothers god save our brothers from sa t co bezpwl6vq1
neutral,this is the real qualifications required in new india public ullu hai sab jaanti jai kekin dharm par vote karti jai t co nm2dqsrwu1
neutral,fc mein hindustani hoon aur mera mazhab humanity aap agar aisa behuda sawaal na poochhe to meh
neutral,jind jaan 2019 movie trailer rajvir jawanda sara sharmaa t co e6kenwoqcy
neutral,yeh is ko 1 month ka package den free tb hee khush hai ja yeh
neutral,lanat hai aisi riyasat py jo logon ko protection provide nahin kar skti
neutral,haaa mmm i want you as my lock screen
negative,i just don trademark t understand why pti government is not pursuing a case against this witch for forging doc t co r5prhgvtpw
neutral,jai bhim aadarniya bahenjiaap sarvpratham kewal har parivar ek pakki sarkari naukri ka hi t co xnqcgkfqt8
neutral,by two toh tera baap narendra modi toh sabse bada bakchodi hai joh apni biwi kaa nahin hua woh d t co xnvsmq36zo
neutral,inc dr ashok tanwar ji jindabad rahul ghandi jindabad
